,投稿日時,テキスト,URL,imp,リプライ数,RT数,いいね数,引用数
,2024/12/18 12:19,副業を始めたての方がよく陥ることがあって、それは情報の沼にハマることです。大量の情報を見すぎて結局、どれがいいかわからず沼にハマっています。もう身動きが取れず、大変。だから、情報を選ぶ必要があります。1つやることを決めたら、他を見ないししない。その覚悟が必要です。,https://twitter.com/maruichi_ai/status/1869220793978400836,433,0,1,12,0
,2024/12/19 12:38,この案件は、「マニュアルが難しくて」「進め方がイメージできなくて」と思って、案件を断るのは正直、もったいない。僕は、そういう案件でも、一度は受けてみて、その後、断るか決めていた。初めて受ける案件は経験にも知識にもなるので、長期的にみたら稼げるようになります。,https://twitter.com/maruichi_ai/status/1869588057382686765,357,0,1,7,0
,2024/12/19 12:38,この案件は、「マニュアルが難しくて」「進め方がイメージできなくて」と思って、案件を断るのは正直、もったいない。僕は、そういう案件でも、一度は受けてみて、その後、断るか決めていた。初めて受ける案件は経験にも知識にもなるので、長期的にみたら稼げるようになります。,https://twitter.com/maruichi_ai/status/1869588057382686765,357,0,1,7,0
,2024/12/19 19:58,経験0からライターで稼ぐためには、基本の型が4つあります。この型を知っているかどうかで、稼げるようになるスピードは「徒歩と飛行機」くらい違います。型を知らずに手探りで進むと1年経っても月5万円稼ぐのがやっと、なんてこともザラです。型を意識して効率的に進めば、3ヶ月後には月10万円とか稼げます。僕はこれを最初に知っていたので、未経験から月30万まですぐに稼げましたし、生徒も月5万、月10万と稼いでいます。その型は、全部で４つあって、=====================①クラウドソーシングで案件を取ること=====================です。クラウドソーシングは仕事のマッチングサイトで主には・クラウドワークス・ランサーズがあります。聞いたことがある人も多いと思いますが、このサイトは低単価な案件が多いですが、初心者でも案件が取れます。この期間は「経験」と「実績」をためることを目的にするのがいいです。稼ぐのを目的にすると、精神的に疲弊してしまいます。=====================②案件をこなしながらスキルと経験を積み=====================ます。正直、営業を学べばすぐに案件は取れますが、長期的に見たら長く稼げるのは厳しいです。小手先の営業スキルだけではダメなんです。ここでいうスキルとは、・Webライティング・SEO対策・テキストコミュニケーションなどなどです。有料商材やYouTubeでインプットをして、案件でアウトプットをする。このサイクルを回しまくって、自分のスキルを高めます。次は、=====================③直接営業に切り替える=====================ことです。クラウドソーシングサイトで実績が貯まったら、直接営業に切り替えます。直接営業ってのは、企業と直接やりとりする営業でやり方は、・Xで案件を取る・Wantedlyを使う(マッチングサイト)・Google検索でライター募集に応募するです。直接営業ができるようになったら月20万とかも稼げるようになります。次は、=====================④ディレクターに昇格する=====================ことです。ディレクターって、ライターを取りまとめする役割で・記事の添削・ライターの採用・案件の進捗管理などをします。業務が作業からマネジメントに変わります。知り合いのディレクタの方は月50～70万は稼いでいると言っていました。それぐらい報酬は上がります。この内容を自分の事例も含めてもっと具体的に話している動画を特別にLINEで配っています。その動画は、もう30人以上の方が受け取っていて、何回も見た人もいます。受け取り方法はリプ欄記載です。,https://twitter.com/maruichi_ai/status/1869698929216082112,409,1,2,3,0
,2024/12/19 19:58,経験0からライターで稼ぐためには、基本の型が4つあります。この型を知っているかどうかで、稼げるようになるスピードは「徒歩と飛行機」くらい違います。型を知らずに手探りで進むと1年経っても月5万円稼ぐのがやっと、なんてこともザラです。型を意識して効率的に進めば、3ヶ月後には月10万円とか稼げます。僕はこれを最初に知っていたので、未経験から月30万まですぐに稼げましたし、生徒も月5万、月10万と稼いでいます。その型は、全部で４つあって、=====================①クラウドソーシングで案件を取ること=====================です。クラウドソーシングは仕事のマッチングサイトで主には・クラウドワークス・ランサーズがあります。聞いたことがある人も多いと思いますが、このサイトは低単価な案件が多いですが、初心者でも案件が取れます。この期間は「経験」と「実績」をためることを目的にするのがいいです。稼ぐのを目的にすると、精神的に疲弊してしまいます。=====================②案件をこなしながらスキルと経験を積み=====================ます。正直、営業を学べばすぐに案件は取れますが、長期的に見たら長く稼げるのは厳しいです。小手先の営業スキルだけではダメなんです。ここでいうスキルとは、・Webライティング・SEO対策・テキストコミュニケーションなどなどです。有料商材やYouTubeでインプットをして、案件でアウトプットをする。このサイクルを回しまくって、自分のスキルを高めます。次は、=====================③直接営業に切り替える=====================ことです。クラウドソーシングサイトで実績が貯まったら、直接営業に切り替えます。直接営業ってのは、企業と直接やりとりする営業でやり方は、・Xで案件を取る・Wantedlyを使う(マッチングサイト)・Google検索でライター募集に応募するです。直接営業ができるようになったら月20万とかも稼げるようになります。次は、=====================④ディレクターに昇格する=====================ことです。ディレクターって、ライターを取りまとめする役割で・記事の添削・ライターの採用・案件の進捗管理などをします。業務が作業からマネジメントに変わります。知り合いのディレクタの方は月50～70万は稼いでいると言っていました。それぐらい報酬は上がります。この内容を自分の事例も含めてもっと具体的に話している動画を特別にLINEで配っています。その動画は、もう30人以上の方が受け取っていて、何回も見た人もいます。受け取り方法はリプ欄記載です。,https://twitter.com/maruichi_ai/status/1869698929216082112,409,1,2,3,0
,2024/12/20 12:03,ライターで月1万稼げたら、1ヶ月後には月5万にいくし、月5万稼げるようになれば月10万までは1～2ヵ月でいく。,https://twitter.com/maruichi_ai/status/1869941543651426331,451,1,1,13,0
,2024/12/20 12:03,ライターで月1万稼げたら、1ヶ月後には月5万にいくし、月5万稼げるようになれば月10万までは1～2ヵ月でいく。,https://twitter.com/maruichi_ai/status/1869941543651426331,451,1,1,13,0
,2024/12/20 19:40,「ライターで月5万円を目指したい…」「今の収入にプラス3万円したい」そんな切実な声を、駆け出しライターさんからよく聞きます。私もかつてはそうでしたから、その気持ちは痛いほどわかります。ただ、　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　実際に彼らが執筆した記事を見ると「SEOの基礎が全然できていない」「AIで書いた構成や記事をそのまま出している」「文章がなんかわかりにくい」と思ってしまいます。それじゃ、稼げないよと。「初心者だから仕方ない」と思うかもしれませんが、それでは甘いんです。その考え方では、残念ながら、いつまで経っても目標とする収入には届かないんです。僕は、記事を書くときにこのことをめちゃくちゃ意識していたので、クライアントからも喜ばれ月30万以上、稼げるようになったんです。では、どうすればいいかというとまず、記事を書く時には、=================読者を迷わせない記事の書き方=================をする必要があります。突然ですが質問ですが、読んでも結論がわからない記事や、長々とした文章を最後まで読みたいと思いますか？ おそらく、答えは「いいえ」ですよね。読者は、忙しい時間の中で皆さんの記事を読んでくれています。「結局、何が言いたいのかな？」と思わせてしまったら終わりなんです。ライターはそう思われないようにライティングをする必要があります。特にWeb上の記事は、最初に結論を伝えることがとても大切です。読者は冒頭の結論を見て、その先を読むかどうかを決めることが多いからです。これは超基本ですが、AIで記事を書いていると最初に結論が書かれなくてでくることもあります。僕がAIの文章をリライトするときに最初に見る箇所は、見出し直下の結論部分です。それぐらい重要なんです。まずは、「この見出しでお伝えしたいことはこれです！」と最初に示す。その上で、理由や具体例を説明していくと、とても分かりやすい記事になります。「結論を先に書く」ことを意識するだけで、文章がぐっと読みやすくなります。次に気にすることは、=================SEO対策の本質を抑えた「読者ファースト」の記事=================を書くことです。SEO対策は難しそう…と感じるかもしれません。でも、SEO対策で最も大切なのは「読者にとって分かりやすく、　役に立つ記事を書くこと」 なんです。検索エンジン(Google)は、読者にとって価値のある記事を上位に表示しようとします。読者にとって価値のある記事っていうのは・滞在時間が長い・よく見られているとかです。つまり、読者第一（読者ファースト）の記事作りを心がけることが、結果的にSEO対策にもつながります。これも基本的なことですが、見出しにサジェストKWや再検索KWドを自然な形で入れることもSEO対策の超基本です。サジェストキーワード→検索窓に入力したときに出てくる、検索候補のこと再検索キーワード→検索結果の下の方に出てくる、「他の人はこちらも検索」と表示されているキーワードこれらのキーワードは、読者が実際に検索で使っている言葉です。見出しにこれらのキーワードを盛り込むことで、読者のニーズに沿った記事になり、検索エンジンからも評価されやすくなります。難しく考えすぎず、まずは「読者が知りたいことは何か？」を考えることが大切です。今日書いた2つは超基礎なので、できていな人や知らなかった人は一人反省会をした方がいいレベルです。=================・結論を先に書く・読者第一の記事作りを心がける=================これらを意識して記事を書き続けることで、ライターとしてのスキルが向上し、単価アップや依頼増加もきます,https://twitter.com/maruichi_ai/status/1870056551223865392,404,0,1,6,0
,2024/12/20 19:40,「ライターで月5万円を目指したい…」「今の収入にプラス3万円したい」そんな切実な声を、駆け出しライターさんからよく聞きます。私もかつてはそうでしたから、その気持ちは痛いほどわかります。ただ、　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　実際に彼らが執筆した記事を見ると「SEOの基礎が全然できていない」「AIで書いた構成や記事をそのまま出している」「文章がなんかわかりにくい」と思ってしまいます。それじゃ、稼げないよと。「初心者だから仕方ない」と思うかもしれませんが、それでは甘いんです。その考え方では、残念ながら、いつまで経っても目標とする収入には届かないんです。僕は、記事を書くときにこのことをめちゃくちゃ意識していたので、クライアントからも喜ばれ月30万以上、稼げるようになったんです。では、どうすればいいかというとまず、記事を書く時には、=================読者を迷わせない記事の書き方=================をする必要があります。突然ですが質問ですが、読んでも結論がわからない記事や、長々とした文章を最後まで読みたいと思いますか？ おそらく、答えは「いいえ」ですよね。読者は、忙しい時間の中で皆さんの記事を読んでくれています。「結局、何が言いたいのかな？」と思わせてしまったら終わりなんです。ライターはそう思われないようにライティングをする必要があります。特にWeb上の記事は、最初に結論を伝えることがとても大切です。読者は冒頭の結論を見て、その先を読むかどうかを決めることが多いからです。これは超基本ですが、AIで記事を書いていると最初に結論が書かれなくてでくることもあります。僕がAIの文章をリライトするときに最初に見る箇所は、見出し直下の結論部分です。それぐらい重要なんです。まずは、「この見出しでお伝えしたいことはこれです！」と最初に示す。その上で、理由や具体例を説明していくと、とても分かりやすい記事になります。「結論を先に書く」ことを意識するだけで、文章がぐっと読みやすくなります。次に気にすることは、=================SEO対策の本質を抑えた「読者ファースト」の記事=================を書くことです。SEO対策は難しそう…と感じるかもしれません。でも、SEO対策で最も大切なのは「読者にとって分かりやすく、　役に立つ記事を書くこと」 なんです。検索エンジン(Google)は、読者にとって価値のある記事を上位に表示しようとします。読者にとって価値のある記事っていうのは・滞在時間が長い・よく見られているとかです。つまり、読者第一（読者ファースト）の記事作りを心がけることが、結果的にSEO対策にもつながります。これも基本的なことですが、見出しにサジェストKWや再検索KWドを自然な形で入れることもSEO対策の超基本です。サジェストキーワード→検索窓に入力したときに出てくる、検索候補のこと再検索キーワード→検索結果の下の方に出てくる、「他の人はこちらも検索」と表示されているキーワードこれらのキーワードは、読者が実際に検索で使っている言葉です。見出しにこれらのキーワードを盛り込むことで、読者のニーズに沿った記事になり、検索エンジンからも評価されやすくなります。難しく考えすぎず、まずは「読者が知りたいことは何か？」を考えることが大切です。今日書いた2つは超基礎なので、できていな人や知らなかった人は一人反省会をした方がいいレベルです。=================・結論を先に書く・読者第一の記事作りを心がける=================これらを意識して記事を書き続けることで、ライターとしてのスキルが向上し、単価アップや依頼増加もきます,https://twitter.com/maruichi_ai/status/1870056551223865392,404,0,1,6,0
,2024/12/21 11:40,プロンプトの精度を上げる1つのテクニックとして、否定的な表現を避け、肯定的な表現に置き換えることです。例否定的な表現→ミスしないで報告書を作成して肯定的な表現→正確なデータを使って、わかりやすい報告書を作成して否定的な表現ってAIは認識しずらいので、肯定的な表現に置き換えるだけでも、出力結果が変わります。,https://twitter.com/maruichi_ai/status/1870298307291164937,347,0,1,4,0
,2024/12/21 11:40,プロンプトの精度を上げる1つのテクニックとして、否定的な表現を避け、肯定的な表現に置き換えることです。例否定的な表現→ミスしないで報告書を作成して肯定的な表現→正確なデータを使って、わかりやすい報告書を作成して否定的な表現ってAIは認識しずらいので、肯定的な表現に置き換えるだけでも、出力結果が変わります。,https://twitter.com/maruichi_ai/status/1870298307291164937,347,0,1,4,0
,2024/12/21 19:09,"月10万の案件を安定してもらえるライターになる方法なんだけど、それは、信用を積み上げることです。クライアントから信用されないと単発で案件が終わってしまいます。どうしたら、信用されるライターになれるかというと執筆する記事の情報が正しいことが一つの要因です。ただ、AIで執筆していると情報の正確性・妥当性をはかるファクトチェックを怠る人もいます。そんなことをする人は長く稼いでいくなんて無理なんです。実際に、僕はもともと月4万ぐらいの依頼だったクライアントから、信用されるようになって、最終的に月12万円分まで任せてもらえるようになりました。そのために、ファクトチェックは避けて通れません。でも、初心者ライターだと、「ファクトチェックって、どうやればいいの？」「ファクトチェックに時間がかかる」って思う人も多いと思います。今回は、基本的なファクトチェックのやり方を、解説します。まず、結論から言うと、ファクトチェックの方法は主に=====================①検索AIを使う (felo、Genspark)②上位記事の確認=====================という2つの方法があります。特に初心者ライターにオススメなのが、=====================「検索AIを使う」こと=====================です。「検索AIなんて使ったことないから、難しそう…」って思うかもしれませんが使うのは超簡単なんです。今、話題の「felo」と「Genspark」っていう検索AIツール、知っていますかね？これらの検索AIを使うと、ファクトチェックする時間が半分になります。使い方は、執筆した見出しごとに、「この内容をファクトチェックして」ってAIにお願いするだけなんです。これならAIを使ったことない人でも、簡単にファクトチェックができます。ただ、注意点が1つあって必ず参照元のURLは確認することです。この作業がマストなんです。AIって答えがわからないと勝手に違う答えを作り出してしまいます。だから、参照元が合っているか注視しないといけないんです。あと、参照元の中にWikipediaの情報があったら、注意が必要なんです。Wikipediaは誰でも編集できるため、間違っている情報も含まれている可能性があります。特に、数字の根拠はしっかり調べるように！「これ、本当に合ってるの？」って疑うことが大事なんです。「でも、どの検索AIツールを使えばいいの？」って疑問をもっちゃう人もいるかと思います。もし、金を払ってでも、より正確な情報が欲しいなら「felo」がオススメで、月2,000円ぐらい課金すると1日に300回使える深度検索は、参照したリソース元が本当に多く50～100個近くのリソース元を検索してくれます。リソース元が多いということは、それだけ情報の正確性が高まるということです。しかも、日本製の検索AIだから安心もできます。あと「無料で使いたい！」って人は「Genspark」がいいですね。検索結果に対して、ファクトチェック機能があるから信頼性の高い情報を出してくれます。2つ目のファクトチェックの方法は=====================上位記事の確認=====================です。Googleで検索したときに上位に表示される記事は、多くの人に読まれているということ。つまり、それだけ信頼性が高い情報である可能性が高いです。だから、複数の上位記事を読んで、情報が一致しているか確認することでファクトチェックができるんです。ただ、「政府や国が出しているサイトの情報」や「公式サイトや信頼できる情報源」を参照するってことも忘れちゃいけません。これらの方法を実践していけば、ファクトチェックの精度も上がっていくはず。何より大事なのは、「情報の正確さ」にこだわること。それこそが、信頼されるライターです。",https://twitter.com/maruichi_ai/status/1870411137625534494,426,0,1,11,0
,2024/12/21 19:09,"月10万の案件を安定してもらえるライターになる方法なんだけど、それは、信用を積み上げることです。クライアントから信用されないと単発で案件が終わってしまいます。どうしたら、信用されるライターになれるかというと執筆する記事の情報が正しいことが一つの要因です。ただ、AIで執筆していると情報の正確性・妥当性をはかるファクトチェックを怠る人もいます。そんなことをする人は長く稼いでいくなんて無理なんです。実際に、僕はもともと月4万ぐらいの依頼だったクライアントから、信用されるようになって、最終的に月12万円分まで任せてもらえるようになりました。そのために、ファクトチェックは避けて通れません。でも、初心者ライターだと、「ファクトチェックって、どうやればいいの？」「ファクトチェックに時間がかかる」って思う人も多いと思います。今回は、基本的なファクトチェックのやり方を、解説します。まず、結論から言うと、ファクトチェックの方法は主に=====================①検索AIを使う (felo、Genspark)②上位記事の確認=====================という2つの方法があります。特に初心者ライターにオススメなのが、=====================「検索AIを使う」こと=====================です。「検索AIなんて使ったことないから、難しそう…」って思うかもしれませんが使うのは超簡単なんです。今、話題の「felo」と「Genspark」っていう検索AIツール、知っていますかね？これらの検索AIを使うと、ファクトチェックする時間が半分になります。使い方は、執筆した見出しごとに、「この内容をファクトチェックして」ってAIにお願いするだけなんです。これならAIを使ったことない人でも、簡単にファクトチェックができます。ただ、注意点が1つあって必ず参照元のURLは確認することです。この作業がマストなんです。AIって答えがわからないと勝手に違う答えを作り出してしまいます。だから、参照元が合っているか注視しないといけないんです。あと、参照元の中にWikipediaの情報があったら、注意が必要なんです。Wikipediaは誰でも編集できるため、間違っている情報も含まれている可能性があります。特に、数字の根拠はしっかり調べるように！「これ、本当に合ってるの？」って疑うことが大事なんです。「でも、どの検索AIツールを使えばいいの？」って疑問をもっちゃう人もいるかと思います。もし、金を払ってでも、より正確な情報が欲しいなら「felo」がオススメで、月2,000円ぐらい課金すると1日に300回使える深度検索は、参照したリソース元が本当に多く50～100個近くのリソース元を検索してくれます。リソース元が多いということは、それだけ情報の正確性が高まるということです。しかも、日本製の検索AIだから安心もできます。あと「無料で使いたい！」って人は「Genspark」がいいですね。検索結果に対して、ファクトチェック機能があるから信頼性の高い情報を出してくれます。2つ目のファクトチェックの方法は=====================上位記事の確認=====================です。Googleで検索したときに上位に表示される記事は、多くの人に読まれているということ。つまり、それだけ信頼性が高い情報である可能性が高いです。だから、複数の上位記事を読んで、情報が一致しているか確認することでファクトチェックができるんです。ただ、「政府や国が出しているサイトの情報」や「公式サイトや信頼できる情報源」を参照するってことも忘れちゃいけません。これらの方法を実践していけば、ファクトチェックの精度も上がっていくはず。何より大事なのは、「情報の正確さ」にこだわること。それこそが、信頼されるライターです。",https://twitter.com/maruichi_ai/status/1870411137625534494,426,0,1,11,0
,2024/12/22 12:13,AIを使って時短とか言うけど、その時短できた時間で、無駄なSNSとか見ていたら意味がないと思う。時短しても、時間の使い方がヘタだったら、元も子もない。,https://twitter.com/maruichi_ai/status/1870668835415871947,352,0,0,10,0
,2024/12/22 12:13,AIを使って時短とか言うけど、その時短できた時間で、無駄なSNSとか見ていたら意味がないと思う。時短しても、時間の使い方がヘタだったら、元も子もない。,https://twitter.com/maruichi_ai/status/1870668835415871947,352,0,0,10,0
,2024/12/29 12:22,副業をやる時に「悩む」時間なんて、1秒も必要がない。わからないことは知っている人に聞けばいいし、やってみないとわからないことは、とりあえずやってみて答えを出す。この案件ができるできないかは、やってみないとわからないない。この案件に受かるかどうかは、応募してみないとわからない。結局、やってみないとわからないことはやるしかない。,https://twitter.com/maruichi_ai/status/1873207815327609132,603,0,1,16,0
,2024/12/29 12:22,副業をやる時に「悩む」時間なんて、1秒も必要がない。わからないことは知っている人に聞けばいいし、やってみないとわからないことは、とりあえずやってみて答えを出す。この案件ができるできないかは、やってみないとわからないない。この案件に受かるかどうかは、応募してみないとわからない。結局、やってみないとわからないことはやるしかない。,https://twitter.com/maruichi_ai/status/1873207815327609132,603,0,1,16,0
,2025/01/07 21:47,10日ぶりに動画を撮ったんだけど、声が出ないし、言いたいことがまとまんないし、あきらかに喋るのが下手になっていた。せめて、以前ぐらいには喋れるよう動画も撮っていきます。,https://twitter.com/maruichi_ai/status/1876611603514429811,285,0,0,10,0
,2025/01/07 21:47,10日ぶりに動画を撮ったんだけど、声が出ないし、言いたいことがまとまんないし、あきらかに喋るのが下手になっていた。せめて、以前ぐらいには喋れるよう動画も撮っていきます。,https://twitter.com/maruichi_ai/status/1876611603514429811,285,0,0,10,0
,2025/01/08 12:12,副業でいきなり情報発信とかブログとか選んでいる人ってマジで尊敬します。数ヵ月、いや長いと1年は収益0円でも大丈夫と覚悟を決めて、やっているから。僕には、そんな覚悟もありませんし継続力もありません。だから、　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　僕はAIライティングを選んだんです。そのおかげで初月から月10万も稼げましたし今では会社に行かずに済んでいます。,https://twitter.com/maruichi_ai/status/1876829177267048572,690,0,1,15,0
,2025/01/08 12:12,副業でいきなり情報発信とかブログとか選んでいる人ってマジで尊敬します。数ヵ月、いや長いと1年は収益0円でも大丈夫と覚悟を決めて、やっているから。僕には、そんな覚悟もありませんし継続力もありません。だから、　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　僕はAIライティングを選んだんです。そのおかげで初月から月10万も稼げましたし今では会社に行かずに済んでいます。,https://twitter.com/maruichi_ai/status/1876829177267048572,690,0,1,15,0
,2025/01/08 20:15,AIを使って記事制作の案件で月5万円以上を稼ぐにはAIスキルだけでなく、専門的な知識が不可欠です。この専門知識を学ぶと、低単価案件に悩むことなく継続案件がもらえるライターになれます。実際に、僕がライター経験0から初月で月10万を稼げるようになったのは、　　　　　　　　　　　　この専門知識を学んでいたからです。では、記事制作でいう専門的な知識はとは、=====================SEOの理解=====================です。記事を書くのが初めてだったら「SEOってなに？」って思うかもしれませんが、SEOとは、執筆した記事をGoogle検索で上位表示させることです。では、なぜSEOが重要なのでしょうか？それは、多くのクライアントがライターに記事制作を依頼する理由は、書いた記事を検索結果の上位に表示をさせ、多くの人にアクセスしてもらうためです。つまり、SEOを理解し、記事を上位表示させられるライターは、クライアントにとって喉から手が出るほど価値が高い人材なんです。ただ、AIが出てきて、誰でも簡単に文章を生成できる時代になりました。「AIを使えば誰でも簡単に稼げる」と安易に考えている人は、このSEOの知識が不足しているため、低単価から抜け出せず、ライターとして成長もできず辞めて「ライターは稼げない」「ライターはオワコン」と嘆いている人が多いです。一方で、SEOを理解し、実践できるライターは、AIを活用しても、時短で高品質な記事を執筆しています。その結果、高単価案件を継続的に受注し、月5万、月10万、それ以上と稼いでいるんです。では、検索上位に表示される記事がどういう記事だというと、=====================読者ファーストで、悩みを解決できる記事=====================です。つまり、記事を読むことで読者が抱えていた疑問や問題が解決され「この記事を読んで良かった！」と満足してもらえるかどうかが重要なのです。例えば、読者が「肩こり 解消法」と検索して情報を探しているとします。その場合、単に肩こりの解消法を書くだけではなく、肩こりにならないためのストレッチや椅子などの対策法も一緒に紹介するのです。単純に肩こりに悩んでいた読者が肩こりの解消法を知るだけでなく、肩こりを予防する方法まで知ることができたら、とても満足しませんか？このように、読者の悩みや疑問に対して、より幅広く、より深く、役立つ情報を提供することが大切です。専門知識を学ぶことで他のAIライターとの差別化を図れます。「落ちぶれていくAIライター」にならないためにも、ぜひ専門的な知識を学びましょう。,https://twitter.com/maruichi_ai/status/1876950872217002043,484,0,1,14,0
,2025/01/08 20:15,AIを使って記事制作の案件で月5万円以上を稼ぐにはAIスキルだけでなく、専門的な知識が不可欠です。この専門知識を学ぶと、低単価案件に悩むことなく継続案件がもらえるライターになれます。実際に、僕がライター経験0から初月で月10万を稼げるようになったのは、　　　　　　　　　　　　この専門知識を学んでいたからです。では、記事制作でいう専門的な知識はとは、=====================SEOの理解=====================です。記事を書くのが初めてだったら「SEOってなに？」って思うかもしれませんが、SEOとは、執筆した記事をGoogle検索で上位表示させることです。では、なぜSEOが重要なのでしょうか？それは、多くのクライアントがライターに記事制作を依頼する理由は、書いた記事を検索結果の上位に表示をさせ、多くの人にアクセスしてもらうためです。つまり、SEOを理解し、記事を上位表示させられるライターは、クライアントにとって喉から手が出るほど価値が高い人材なんです。ただ、AIが出てきて、誰でも簡単に文章を生成できる時代になりました。「AIを使えば誰でも簡単に稼げる」と安易に考えている人は、このSEOの知識が不足しているため、低単価から抜け出せず、ライターとして成長もできず辞めて「ライターは稼げない」「ライターはオワコン」と嘆いている人が多いです。一方で、SEOを理解し、実践できるライターは、AIを活用しても、時短で高品質な記事を執筆しています。その結果、高単価案件を継続的に受注し、月5万、月10万、それ以上と稼いでいるんです。では、検索上位に表示される記事がどういう記事だというと、=====================読者ファーストで、悩みを解決できる記事=====================です。つまり、記事を読むことで読者が抱えていた疑問や問題が解決され「この記事を読んで良かった！」と満足してもらえるかどうかが重要なのです。例えば、読者が「肩こり 解消法」と検索して情報を探しているとします。その場合、単に肩こりの解消法を書くだけではなく、肩こりにならないためのストレッチや椅子などの対策法も一緒に紹介するのです。単純に肩こりに悩んでいた読者が肩こりの解消法を知るだけでなく、肩こりを予防する方法まで知ることができたら、とても満足しませんか？このように、読者の悩みや疑問に対して、より幅広く、より深く、役立つ情報を提供することが大切です。専門知識を学ぶことで他のAIライターとの差別化を図れます。「落ちぶれていくAIライター」にならないためにも、ぜひ専門的な知識を学びましょう。,https://twitter.com/maruichi_ai/status/1876950872217002043,484,0,1,14,0
,2025/01/09 1:22,行動をしていない人の相談事の9割が、「○○ができるか心配で」とか「私にできますか？」など行動する前の不安や自信のなさに関する相談が多くつまらないです。逆に行動している人の相談は「○○がうまくいかなくてどうしたらいいですか？」と実際に行動した結果、直面した問題で、その人の視点や考え方が見えるため、回答のしがいがあります。,https://twitter.com/maruichi_ai/status/1877028200372646095,377,0,1,9,0
,2025/01/09 1:22,行動をしていない人の相談事の9割が、「○○ができるか心配で」とか「私にできますか？」など行動する前の不安や自信のなさに関する相談が多くつまらないです。逆に行動している人の相談は「○○がうまくいかなくてどうしたらいいですか？」と実際に行動した結果、直面した問題で、その人の視点や考え方が見えるため、回答のしがいがあります。,https://twitter.com/maruichi_ai/status/1877028200372646095,377,0,1,9,0
,2025/01/10 19:01,こちら、公式LINEで募集を開始しました！！すでに複数名から応募が来ています。AI×ライターで月5万以上を目指す教材となっています！！気になる方は、公式LINEにお問い合わせください。,https://twitter.com/maruichi_ai/status/1877657082616541427,441,0,0,7,0
,2025/01/10 19:01,こちら、公式LINEで募集を開始しました！！すでに複数名から応募が来ています。AI×ライターで月5万以上を目指す教材となっています！！気になる方は、公式LINEにお問い合わせください。,https://twitter.com/maruichi_ai/status/1877657082616541427,441,0,0,7,0
,2025/01/17 13:38,新卒の初任給を30万円に引き上げる企業が続々と出ているとニュースでやっていたけど副業をやる前の僕だったら「初任給が30万もあっていいなー」としか思わなかったけど、今だったら、会社員で月25万、副業で月5万で月30万を目指す。初任給30万の企業に入るよりも副業で月5万稼ぐ方が簡単。,https://twitter.com/maruichi_ai/status/1880112537238470834,457,0,1,9,0
,2025/01/17 13:38,新卒の初任給を30万円に引き上げる企業が続々と出ているとニュースでやっていたけど副業をやる前の僕だったら「初任給が30万もあっていいなー」としか思わなかったけど、今だったら、会社員で月25万、副業で月5万で月30万を目指す。初任給30万の企業に入るよりも副業で月5万稼ぐ方が簡単。,https://twitter.com/maruichi_ai/status/1880112537238470834,457,0,1,9,0
,2025/01/17 21:45,"「AIライターになれば楽に稼げる」という考えは危険です。AI時代に生き残るためには、AIを使いこなしつつ、質の高い文章を作成できる能力が不可欠です。そして、その基盤となるのが文章力です。文章力が不足していると、AIが生成した文章の良し悪しを判断できず、　　　　　　　　　　　　　結果的にクライアントの信頼を失い、継続的な案件獲得が難しくなります。 実際、AIで記事を作成したものの、その品質を判断できずに低品質な記事を納品し、継続案件を逃した初心者ライターの例をたくさん知っています。早急に文章力を向上させなければ、2025年にはAIに仕事を奪われ、ライターとしてのキャリアが終わりを迎える可能性も否定できません。そこで、AIを活用しながら文章力を向上させ、安定収入を稼げるAIライターになる3ステップを紹介します。まず、=====================AIに振り回されない文章力を身につける=====================ことです。「AIがあれば文章力は不要」という考えは大きな誤解です。AIはあくまでもツールであり、その出力を正しく評価し、修正するには人間の文章力が不可欠です。具体的には、・基本的な文章構成を理解し、実践できること・読者目線で文章を校正し、改善できることこの2点が重要です。これらができるようになって、AIが生成した文章良し悪しを判断でき、必要な修正ができるようになります。次に=====================AIを使いこなすコツを掴む=====================ことです。文章力の基礎を固めた上で、AIを補助ツールとして活用が重要です。①基本的な文章構成を理解し、実践する②読者目線で校正できるようになる③その上でAIを補助ツールとして活用するこの手順で進めることで、AIの出力をより理解し、活用できます。最後に=====================安定した品質で記事を生成する=====================ことです。文章力とAI活用力を組み合わせることで、高品質な記事を時短で作れます。実際に、5,000文字の記事を3時間ぐらいで執筆してクライアントから「いつも安定した品質をありがとう」と高い評価を得ています。結論、AIはあくまでも「道具」です。その効果は、使う人の文章力とAI活用力によって大きく左右されます。だからこそ、まずは自身の文章力を磨くことが、AI時代を生き抜くライターとして必要なのです。",https://twitter.com/maruichi_ai/status/1880235080372895882,375,1,2,9,0
