 ,投稿日時,テキスト,URL,imp,リプライ数,RT数,いいね数,引用数,投稿アプリ,@,名前,自己紹介,フォロー数,フォロワー数,ツイート数,アカウント作成日,
,2026/01/26 17:06,ややこしいことを言うと、「Xを伸ばしたい」と思っていいのは中上級者でいいと思っていて、初心者は「Xなんて伸ばさなくていい」というマインドで発信をしたほうがいいが持論です。なんでかって、　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　――――――――――初心者は伸びても大抵を拾えないことが多すぎるし、まだ「大衆」を相手にするのははえーのでは――――――――――と思うからです。伸びる＝そのまま収益化が、初心者は結構大変なのです。というか、「伸びないと売れない」とか結構スカスカなビジネスしか習得していない状態だし、危険なんですよね。基本、発信は「N」という「大衆」を相手にするわけですが、最初は「N-1」的に、1人1人の対応が望ましいのです。セールスうまくてもSNSが下手な人とかも、まぁこの「N」の感覚が掴めない人が多いから。だったら、「N-1」的に、一対一で相手をする。そして、それを「N」に生かしていくという循環からすべきではと、「初心者」はそれが一番SNSにおける「商売」を理解しやすいと思うからです。ただ、僕なんかが直接教えると、わりと同時進行で「N」もいくし「N-1」も体験させたりする。それは、僕の指導があってこその神技とも言えるわけです。というか、N-1とかは、コミュ力が高くないと崩壊したりもするので（４敗）、Nでいかせてしまうこともあるんですけどね。,https://twitter.com/neko_presi/status/2015697716894908497,2066,3,0,30,1,Twitter Web Client,neko_presi,ねこ社長,豊かでありたい。情報発信開始2年で計7000万。最高月収1000万。起業して6年で累計３億。心理とか言語化得意。教えるものも得意。生徒も発信年収700万〜3000万とか多数。東京30年→福岡移住| 慶應卒｜実業複数社経営｜企業支援なども ｜https://t.co/EP0wod0PnI,3215,8778,21462,2021/05/10 07:59,
,2026/01/25 21:49,今月すでにコンテンツだけの売り上げで150万ぐらい行っています。今日も5万の商品がしくみで売れ、20万の商品もしくみで売れています。「過去に作った産物」が、ずっと働いてくれる。僕が3年前に目指していた世界線が、今叶っていて感動する。,https://twitter.com/neko_presi/status/2015406695493845049,1260,3,0,45,0,Twitter Web App,neko_presi,ねこ社長,豊かでありたい。情報発信開始2年で計7000万。最高月収1000万。起業して6年で累計３億。心理とか言語化得意。教えるものも得意。生徒も発信年収700万〜3000万とか多数。東京30年→福岡移住| 慶應卒｜実業複数社経営｜企業支援なども ｜https://t.co/EP0wod0PnI,3215,8778,21462,2021/05/10 07:59,
,2026/01/25 19:59,やっぱりコンテンツを発信する人は、ミセスや髭男などのように「え、そんな曲もかけちゃうの」ばりの多彩なコンテンツレパートリーで発信できる人が強いなと思うわけです。コンテンツも一辺倒だったり、偏る層にしか刺せないコンテンツしか作らない戦略もあると思うけど、僕はそんな感じで器用に曲（コンテンツ）を作りたいという欲があると思われます。,https://twitter.com/neko_presi/status/2015378865938481361,1005,0,0,31,0,Twitter Web Client,neko_presi,ねこ社長,豊かでありたい。情報発信開始2年で計7000万。最高月収1000万。起業して6年で累計３億。心理とか言語化得意。教えるものも得意。生徒も発信年収700万〜3000万とか多数。東京30年→福岡移住| 慶應卒｜実業複数社経営｜企業支援なども ｜https://t.co/EP0wod0PnI,3215,8778,21462,2021/05/10 07:59,
,2026/01/25 18:18,20年前にやってた整形番組「ビューティーコロシアム」って、超秀逸なマーケ番組だったなと思っていて、あの番組が最強なのは「人を動かす順番」が完璧かつ緻密だったからで、・最初に「人生レベルの悩み」を出す・ビフォーを徹底的に書き切る・途中で権威を自然に差し込む・最後に変わったのは「顔」じゃなく「生き方」に焦点を当てていて、美容を完全に「手段」として映し出していたから、もはやマーケの鏡とも言えるコンテンツだったのです。人は納得してから動くのではなく、感情が限界まで動いた後に理由を探すのです。,https://twitter.com/neko_presi/status/2015353601426911376,1017,0,0,32,0,Twitter Web App,neko_presi,ねこ社長,豊かでありたい。情報発信開始2年で計7000万。最高月収1000万。起業して6年で累計３億。心理とか言語化得意。教えるものも得意。生徒も発信年収700万〜3000万とか多数。東京30年→福岡移住| 慶應卒｜実業複数社経営｜企業支援なども ｜https://t.co/EP0wod0PnI,3215,8778,21462,2021/05/10 07:59,
,2026/01/24 11:13,「無料面談が入らない…」という人があまりにも多いようですが、やっちゃいけないのは「無料面談はこちら！」とかやっているやつです。あれは、ほぼ悪手です。だって、　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　――――――――――セールスされる気しかしねぇ――――――――――からです。リストマーケが蔓延して何年が立ったことか。基本、全体的に頭が良くなっているのです。魂胆がモロバレしています。もう「無料面談！」とか言っても、言われすぎてるし、嫌な体験している人も多いし、「またこれか・・・」となるからダメなわけです。では、どうすればいいか。これには答えがあり、――――――――――なんかオシャレなネーミングにすべし――――――――――です。聞いたことない名前にするのです。たとえばビジネス系なら・「あなたにあった伸びるXポストを１０個その場で作り上げるセミナー」・「note商品コンセプトをその場で考えてあげるセミナー」・「あなたの今の発信、どこでズレてるかを言語化する30分」・「売れない原因を1個だけ特定して帰る打ち合わせ」・「今ある資産で、何が一番お金になるかを整理する時間」・「あなたの場合、まず何を捨てるべきか決める会」とか、そんな名前にするのがいいですかね。ポイントはこれで、――――――――――面談に見せないこと――――――――――です。人は「無料面談」には反応しないけど、「自分にとって得がありそうな体験」には反応します。しかも、・売られそう・クロージングされそう・断りづらそうこの3点が見えた瞬間、人は一歩も踏み出しません。だから「話す場」ではなく、「成果が出る場」として切り取る。これだけで、心理的ハードルは一気に下がります。さらに重要なのは、――――――――――ゴールを1個に絞ること――――――――――「相談できます」「なんでもOKです」これは一番ダメ。人は「何が起きるかわからない場所」を本能的に避けます。なので、・ポストを10個作る・コンセプトを1個決める・ズレを1個特定するこのくらい具体的で、軽くて、終わりが見えるものにする。すると相手の頭の中はこうなります。「売られそうだけど…まあ、この内容なら受けても損はしないか」この「まあ、いいか」ラインを越えたら勝ちです。無料面談が入らない人の多くは、・誠実さを出そうとして・全部オープンにしようとして・親切に説明しすぎて結果、一番怖いもの（セールス）を丸見えにしている。だから入らない。面談は、正直さよりも演出と設計。ここを変えるだけで、同じ実力でも入る数は普通に3～5倍変わります。「無料面談が入らない…」と悩んでいるなら、まずは名前を捨てて、体験を売る。ここから、です。・・・刺さりました？,https://twitter.com/neko_presi/status/2014884106300182804,7093,2,2,101,1,Twitter Web Client,neko_presi,ねこ社長,豊かでありたい。情報発信開始2年で計7000万。最高月収1000万。起業して6年で累計３億。心理とか言語化得意。教えるものも得意。生徒も発信年収700万〜3000万とか多数。東京30年→福岡移住| 慶應卒｜実業複数社経営｜企業支援なども ｜https://t.co/EP0wod0PnI,3215,8778,21462,2021/05/10 07:59,
,2026/01/24 07:57,Xでの発信は、「新規向けなのか」「潜在層向けなのか」「顕在層向けなのか」「ファン向けなのか」などをどの程度考えているかが重要です。その投稿は誰向け？そして、「新規向けにしかしないアカウント」も、「ファン向けにしかしないアカウント」も、勿体無いわけです。僕は欲張って、「この投稿は新規向け」「この投稿はファン向け」などを分けていますが、そういう意識で発信はできていますか？Xって、「集客だけすればいい」的にするとアルゴ変わって売上崩壊したりするし、「教育だけすればいい」的にすると集客数弱すぎて高単価高単価しないと売り上げ立たないし、偏ってる状態はリスクを負っているのです。Xは広告がなかなか有効ではない。集客をお金で解決というのが結構難しい媒体。だからこそ、発信そのものを「誰向け」を意識しつつ、集客と教育を２つ行うことで、美しいハイブリットアカウントが爆誕するし、そのフェーズでXを運用している人などほとんどいないから勝てるって感じなのです。,https://twitter.com/neko_presi/status/2014834781029335344,881,0,0,33,0,Twitter Web Client,neko_presi,ねこ社長,豊かでありたい。情報発信開始2年で計7000万。最高月収1000万。起業して6年で累計３億。心理とか言語化得意。教えるものも得意。生徒も発信年収700万〜3000万とか多数。東京30年→福岡移住| 慶應卒｜実業複数社経営｜企業支援なども ｜https://t.co/EP0wod0PnI,3215,8778,21462,2021/05/10 07:59,
,2026/01/24 02:20,「なんか今のXは共感が伸びるらしいよ！共感共感！」と思って「共感探し」ばかりやってると、割と詰みます。というのも　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　――――――――――微妙に馴れ合いゲームになるし、収益には直結しづらいから――――――――――です。共感バチコンぶっかまして、ズバんと脳天ぶっ刺せば、それは収益につながりうるし、それでなかなかの表示回数を埋めれるならまぁそれはOKです。が、まぁなかなかうまくいかないことも多いでしょ？共感しに行って「シーン」とかだと、むなしいでしょ？割とHP削る割に成果が少ないのです。だから、やるならうまくやれと言う感じで、――――――――――「共感」だけで終わらせるな――――――――――という話です。共感ってのは、入口であって、ゴールじゃない。多くの人はここを完全に履き違えてる。・「わかる～」・「それな」・「まじでそれです」これが付いて終わり。で、プロフィールも押されない。固定も読まれない。LINEも飛ばない。なぜか。――――――――――感情が完結してしまっている――――――――――からです。共感だけだと、「気持ちよくなって終わり」になる。例えるなら、コンビニで立ち読みして満足して帰る感じ。一銭も落ちません。じゃあどうするか。答えはシンプルで、――――――――――共感の直後に、ズレを入れる――――――――――です。・「わかるよね」で終わらせずに、・「でも、ここで多くの人が勘違いする」・「実はここが一番危ない」・「その考えのまま行くと、ここで詰む」これを必ず挟む。すると読者の頭の中は、「え、どういうこと？」「自分もそれやってるかも…」に変わるわけです。ここで初めて思考が動く。共感 → 安心ズレ → 不安この2つをワンセットで出す。これができると、・ただの馴れ合い・優しいだけのポスト・気持ちいいだけの時間から、一気に抜けます。そして最後に、――――――――――選択肢を置く――――――――――と良いですね。答えを全部言わない。・「ここを直すだけで反応は変わる」・「この切り替えができるかどうか」・「やり方は固定に置いてる」このくらいでいい。共感だけ与える人は、いい人で終わる。共感のあとに視点を一段ズラせる人だけが、「この人、何か知ってる側だな」に昇格します。Xで収益を出したいなら、共感は抱きしめるためじゃなく、揺さぶるために使えって感じ。ここを間違えると、一生「いいね職人」で終わります。いいね製造機は、微妙に収益につながりにくいのです。・・・落ち込んだ人や勇気づけられた人はリプ𓃠しておいてください。,https://twitter.com/neko_presi/status/2014750149260804330,1192,6,0,34,0,Twitter Web App,neko_presi,ねこ社長,豊かでありたい。情報発信開始2年で計7000万。最高月収1000万。起業して6年で累計３億。心理とか言語化得意。教えるものも得意。生徒も発信年収700万〜3000万とか多数。東京30年→福岡移住| 慶應卒｜実業複数社経営｜企業支援なども ｜https://t.co/EP0wod0PnI,3215,8778,21462,2021/05/10 07:59,
,2026/01/30 17:10,ぶっさすポストって、書きたいですか？結論、誰でも全然書けます。「悩みを書けばいいんだよ」とかチープなものではなく、ドリルのようにターゲットにぶっさす方法があるのです。それが――――――――――「悩み」じゃなく「思考の途中」を刺す――――――――――というやつです。多くの人は、「伸びない」「売れない」「自信がない」みたいな完成した悩みを書くんですよねー。ダメだよそんなの。おもんないよ。そんな「太い」「完成した」悩みを言われたって、もう言われ慣れているのです。僕のいう「ぶっさすポスト」は違うのです。――――――――――悩みに至る「直前の独り言」を拾う――――――――――とよいです。たとえば、・「別に失敗したわけじゃないけど、なんか違う」・「頑張ってる側なのに、置いていかれてる気がする」・「これ続けた先に何があるか、正直見えない」とかね。本人がまだ言語化できていない段階を先回りして書く。すると、「え、これ俺の頭の中…？」になるのです。これがドリルで刺さる感覚。で、次にやるのが、――――――――――「原因っぽいけど誰も言ってない一言」を置く――――――――――とよいですね。・「努力が足りないんじゃない」・「才能の問題でもない」・「やり方の前に、前提がズレてる」こういうこと書くと「救われるぜ！」と感謝されますし、「なんだ、俺にもいけんのか？」となります。そして最後に、――――――――――答えは出さず、方向だけ示す――――――――――とよいです。全部言わないことです。・「ここを直せば流れは変わる」・「まず見るべきは、そこじゃない」・「気づけるかどうかで、分かれる」これだけでいいんですよね。ぶっさすポストって、論破じゃない。説得でもない。――――――――――「先に言われた」体験を作ること――――――――――なのです。これができると、・いいねが静かに伸びる・保存される・後からプロフが踏まれるなどの現象も起きます。派手じゃないけど、ちゃんと深く刺さるのです。才能はいらない（あ）つまり、――――――――――観察と翻訳だけ――――――――――とも言えます。誰の頭の中を今日は代わりに言葉にするか。そこが決まれば、ぶちぬきドリルポストはもう書けてるって感じですね。・・・かけそうですか？,https://twitter.com/neko_presi/status/2017148275468755025,1244,0,2,44,1,Twitter Web Client,neko_presi,ねこ社長,豊かでありたい。情報発信開始2年で計7000万。最高月収1000万。起業して6年で累計３億。心理とか言語化得意。教えるものも得意。生徒も発信年収700万〜3000万とか多数。東京30年→福岡移住| 慶應卒｜実業複数社経営｜企業支援なども ｜https://t.co/EP0wod0PnI,3215,8778,21462,2021/05/10 07:59,
,2026/01/30 17:04,「ねこ社長のように強い思想とかないからファンとかできません」って面と向かって堂々と言われたことがあるんですが僕からしたら――――――嘘つけ！――――――と思っています。あるでしょ。思想。さすがに。それが僕は「声を大にして」「洒落かまして」発信できているだけで、技術の問題と思いますし、「なんとなく思ったちっちぇえこと」を文章にしているかしていないかだけだと思っています。だから、――――――――――最初から“自分の言葉”なんて持ってる人はいない――――――――――という話です。僕だって最初は、・誰かの言い回し・刺さったフレーズ・カッケー思想っぽいやつめちゃくちゃ真似してきたのです。・上司・MLMの時のメンター・先輩経営者・なんかすげー人・格上この人らの言葉の集合体がねこ社長なのです。というか、ほぼ全部借り物だったのです。「この言い方、強いな」「この切り口、ズルいな」それを集めて、自分の口で喋れる形に整えてただけです。それが続くと、ある時ふと、「あれ、これ俺の考えじゃね？」って自分のものになっていく感覚が降りてくるのです。思想って、最初から生まれるものではないのです。――――――――――使ってるうちに定着するもの――――――――――それが思想です。なのに多くの人は、「自分には強い思想がないから…」「ねこ社長みたいになれないから…」って、何も出さないことが多い。これが一番もったいないんです。思想がないんじゃない。僕から言わせれば――――――――――言語化してないだけ――――――――――です。・なんとなく違和感がある・モヤっとした経験がある・「それ、ちょっと違くね？」と思ったことがある⇧こういう経験は誰にだってあるのです。思想の原石とでもいいましょうか。で、これを出すときに完璧にまとめようとするから、止まったりするんです。違いますね。――――――――――ちっちぇえ感情のまま出せ――――――――――です。「今日これ、微妙に嫌だった」「正直、ここ納得いってない」このレベルでいい。あとから整えばいい。むしろ、整ってない言葉の方が刺さることも多い。「声を大にして」「洒落かまして」というのは才能じゃないのです。――――――――――「出し続けた人だけが身につく技術」――――――――――です。だから真似していい。借りていい。パクっていい。なんなら染み込ませるために、試行回数を詰めということです。ただし、――――――――――「自分の体験」だけは嘘つくな――――――――――と言いたいです。ここだけ守れば、思想は必ず立ち上がる。ファンは、完成された哲学についてくるんじゃない。――――――――――形成されていく過程についてくる――――――――――のです。だから、「まだ弱いから出せない」は、一生出せない。出して、叩かれて、残ったものが、あなたの思想となっていきます。・・・思想強めでいけそうですかね。,https://twitter.com/neko_presi/status/2017146765640946064,864,1,0,25,0,Twitter Web Client,neko_presi,ねこ社長,豊かでありたい。情報発信開始2年で計7000万。最高月収1000万。起業して6年で累計３億。心理とか言語化得意。教えるものも得意。生徒も発信年収700万〜3000万とか多数。東京30年→福岡移住| 慶應卒｜実業複数社経営｜企業支援なども ｜https://t.co/EP0wod0PnI,3215,8778,21462,2021/05/10 07:59,
,2026/01/30 12:46,僕が一番嫌いなのは「言い訳から始める人」です。たとえば、「あれ、これって１週間前にやろうって話しませんでしたっけ？」と僕は”事実確認”がしたくて質問したのに、やばい、怒られる、と思ったのか、自己防衛的に「いや、それは実は先週こういうことがあって…」と言い訳から始める。こちらは怒るつもりなど１ミリもない。しかし、言い訳から始めると怒ります。んなこと聞いてねーよ。先に結論・事実言えや、と。そういう人は結果を出すのが本当に遅い傾向にあります。成長スピードが亀。どうでもいいんだよ。そこの理由なんて。「やってない」の事実から始まり、なんなら言い訳すらいらない。「おーどうしたんですか？」と聞かれたら初めて理由を話す。これでいい。特に、僕は「自営業者」に「コンサル」をしているだけであって、やったやってねーなんて個人の自由であり、僕は上司でもなんでも無い。それを「すみません」という時点で微妙にずれている。約束が守れなくて不甲斐ないのかもしれないけど、そういうことじゃないんだ。どちらかというと、できなかったのなら、感情を抜きにして「なぜできなかったか」を確認した上で次どーするかの改善の話を冷静にしたい。,https://twitter.com/neko_presi/status/2017081986108571658,1153,2,3,43,0,Twitter Web App,neko_presi,ねこ社長,豊かでありたい。情報発信開始2年で計7000万。最高月収1000万。起業して6年で累計３億。心理とか言語化得意。教えるものも得意。生徒も発信年収700万〜3000万とか多数。東京30年→福岡移住| 慶應卒｜実業複数社経営｜企業支援なども ｜https://t.co/EP0wod0PnI,3215,8778,21462,2021/05/10 07:59,
,2026/01/29 19:33,外注化がうまくできない人はつい「自分でやった方が早い」と思ってしまうから一生外注化ができなんだけど、「自分でやったら3時間で100点取れる」ものは「他人に6時間で80点のものをつくらせる」ようにしないとダメ。そしてその20点を「プレイヤー」として自分で解決するか、「事業者」として80点でよしとするかのどちらか、もしくはその両方だと思います。,https://twitter.com/neko_presi/status/2016821922668171355,2649,0,1,20,3,Twitter Web App,neko_presi,ねこ社長,豊かでありたい。情報発信開始2年で計7000万。最高月収1000万。起業して6年で累計３億。心理とか言語化得意。教えるものも得意。生徒も発信年収700万〜3000万とか多数。東京30年→福岡移住| 慶應卒｜実業複数社経営｜企業支援なども ｜https://t.co/EP0wod0PnI,3215,8778,21462,2021/05/10 07:59,
,2026/01/29 17:54,ビジネス発信は稼いだ！稼いだよぉ！と連呼しないといけないわけ？と思っている人マジで多いと思うんだけど、　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　――――――――そらそうだ――――――――ではあります。みんな稼ぎてーんだから。言った方がいいだろう。そら。最高の証明です。ただ！僕はご存知の通りあまりしてません。でも収益は発生しまくっている。だから思うのは――――――――――稼いだ！が多いなら、逆張り的に稼いだと言わない――――――――――でもいいかなと思うのです。疲れるじゃん。稼いだ！系の投稿。僕はうるせーこいつって思ったらミュートしてます。脳がやられそうになるから。僕の生徒と話すと、「私もミュートにしました」とか言われるし。ただ、効果的ではあるから、「稼いだ！」って言った方が売り上げは立つ。じゃあどうするか。――――――――上品に適度に言おうぜ―――――――――というのが僕の提案なのです。というかね、――――――――――「稼いだ！」を連呼する人ほど、実はそれしか出せない――――――――――というパターンもあります。数字って、一番わかりやすい証明だから、そこに逃げるというかね。でもそれをやり続けると、・うるさい・浅く見える・同じ人に見えるになるリスクもあるのです。結果、一時は伸びても残らない。だから上品にやるなら、――――――――――「稼いだ事実」を主語にしない――――――――――とかがよいかなと思うのです。・稼いだ「過程」・稼いだ「ズレ」・稼いだ「前提」ここを語る。たとえば、「売上が立った理由は、新しいノウハウじゃなくこれを捨てたからだった」とか、「正直、これをやめた瞬間に数字が安定し始めた」とか。これ、稼いだって言ってないのに、稼いでることが伝わる。一番強いよね。あともう一個、大事なのが、――――――――――頻度の問題――――――――――毎日はやらなくていい。むしろやるな。・普段は思想・たまに実例・ごくたまに数字このくらいがちょうどいい。人は「いつも金の話してる人」にはついていかないけど、「たまに現実見せてくる人」は信じるのかなと思うのです。で、最終的に効くのは、――――――――――他人の数字を語れる人――――――――――自分！自分！じゃなくて、「生徒がここで詰んでたけど、これを直したらこうなった」これ、自慢じゃなくて証明。しかも嫌われにくい。稼いだ話は、ドヤるためにするんじゃない。――――――――――安心させるためにする――――――――――のです。「この人についていっても、現実ちゃんとあるな」そう思わせるだけでいい。だから、・叫ばなくていい・連呼しなくていい・盛らなくていい上品に、静かに、でも確実に置く。それができる人は、長く稼げるというか、やはり、なんか楽しく発信し続けられる人が多いイメージなんですよね。ドーパミン中毒者でない限りは、基本は内的なものをベースに置くがいいのでは、と思うのです。・・・どうでしょう。この提案𓃠,https://twitter.com/neko_presi/status/2016796960540496222,955,0,0,30,0,Twitter Web Client,neko_presi,ねこ社長,豊かでありたい。情報発信開始2年で計7000万。最高月収1000万。起業して6年で累計３億。心理とか言語化得意。教えるものも得意。生徒も発信年収700万〜3000万とか多数。東京30年→福岡移住| 慶應卒｜実業複数社経営｜企業支援なども ｜https://t.co/EP0wod0PnI,3215,8778,21462,2021/05/10 07:59,
,2026/01/29 12:41,※※※※重要※※※※【2月から新サービス始動】定額サブスクの、「新サービス」を開始 &amp; 募集を開始しました。初心者〜中級者向けの、いいサービスです。どんなサービスか、詳細を知りたい人は、いいねをしてくれたら概要が届きます。,https://twitter.com/neko_presi/status/2016718268581728507,5489,4,4,174,2,xtep,neko_presi,ねこ社長,豊かでありたい。情報発信開始2年で計7000万。最高月収1000万。起業して6年で累計３億。心理とか言語化得意。教えるものも得意。生徒も発信年収700万〜3000万とか多数。東京30年→福岡移住| 慶應卒｜実業複数社経営｜企業支援なども ｜https://t.co/EP0wod0PnI,3215,8778,21462,2021/05/10 07:59,
,2026/01/29 11:52,ぼくが教えると、「初めて稼げました」「本当に売れるとは思ってなかった」「リスト300人集まりました」「1000万稼げました」なんてことが日常茶飯事レベルに起きるわけですが、そんなものは通過点に過ぎない。それよりも「ねこ社長に教えてもらったものは一生の財産です」的なことを言われたりと「本当の意味でのビジネス知識の譲渡が行われたことを双方で確認しあった時」がエモいから指導というのはやめられないのです。手伝った飛んだのだけみても、「そらまぁ手伝ったからな」であり、自分では羽ばたくをみて「やっと飛べるようになったか」と手を後ろで組みながら眺めることが僕のしたいことであり、実際にそういったことが起きてるのがエモいのです。,https://twitter.com/neko_presi/status/2016705865576034597,1137,0,0,25,1,Twitter for iPhone,neko_presi,ねこ社長,豊かでありたい。情報発信開始2年で計7000万。最高月収1000万。起業して6年で累計３億。心理とか言語化得意。教えるものも得意。生徒も発信年収700万〜3000万とか多数。東京30年→福岡移住| 慶應卒｜実業複数社経営｜企業支援なども ｜https://t.co/EP0wod0PnI,3215,8778,21462,2021/05/10 07:59,
,2026/01/29 10:28,「数を積む」ことによる最大の効果は「こうじゃね？」の精度レベルが上がることです。知識と試行錯誤によって感覚が研ぎ澄まされることで、「こうじゃね？」のアップグレードが行われる。スポーツ選手だろうとアートだろうと仕事だろうとSNS運用だろうと全部一緒です。「数を積む」ことでしか越えられない壁があるのです。,https://twitter.com/neko_presi/status/2016684833402237164,497,1,0,22,0,Twitter for iPhone,neko_presi,ねこ社長,豊かでありたい。情報発信開始2年で計7000万。最高月収1000万。起業して6年で累計３億。心理とか言語化得意。教えるものも得意。生徒も発信年収700万〜3000万とか多数。東京30年→福岡移住| 慶應卒｜実業複数社経営｜企業支援なども ｜https://t.co/EP0wod0PnI,3215,8778,21462,2021/05/10 07:59,
,2026/01/29 07:45,Xの発信なんて、詰まるところ「アハ体験」です。というのも、　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　ー―――――――――人は「知った瞬間」じゃなく、「腑に落ちた瞬間」に動く――――――――――からです。情報を知るだけなら、今のXには腐るほど流れてますから。・正しいこと・有益そうなこと・それっぽいノウハウこんなんもういらねーのです。大半は、「ふーん」で終わる。「ふーん」って思われたらもう興味持たれねーのです。なぜならば――――――――――「自分の中の前提」が壊れていない――――――――――からです。アハ体験ってのは、新しい知識を足すことではないのです。――――――――――今まで信じてた前提が、ひっくり返る瞬間――――――――――です。「努力が足りないと思ってたけど、そもそも努力の向きが逆だった」「才能がないと思ってたけど、ただ型を知らなかっただけ」⇧こういうやつがいいのよね。だから発信でやるべきは、ノウハウを上から積むことじゃなく、――――――――――下の前提を、そっと抜くこと――――――――――です。ガンガン殴らなくていい。論破もしなくていい。「実は、ここ勘違いされがちで」「多くの人が無意識にこう考えてて」って静かに出す。すると頭の中で、「あれ？」「たしかに…」が起きる。これがアハ。で、この瞬間に人は、・続きを読みたくなる・この人の他の投稿も見たくなる・話をちゃんと聞こうとする状態に入る。つまり、――――――――――アハ体験＝信頼の発火点――――――――――とも言えます。ここを作れない発信は、どれだけ正しくても、どれだけ役立ってても、「いいこと言ってる人」で終わるのです。逆に言うと、1ポストで1個だけ前提をズラせればいい。それだけで、「この人、なんか違う」になる。発信は、教える場所じゃない。――――――――――「気づかせる装置」――――――――――それを作れる人だけが、伸びるし、売れる。・・・・ちなみに、このアハを「毎回狙って作る型」がちゃんとあるんですけど・・・知りたいですか？,https://twitter.com/neko_presi/status/2016643700290428967,726,5,0,24,0,Twitter Web Client,neko_presi,ねこ社長,豊かでありたい。情報発信開始2年で計7000万。最高月収1000万。起業して6年で累計３億。心理とか言語化得意。教えるものも得意。生徒も発信年収700万〜3000万とか多数。東京30年→福岡移住| 慶應卒｜実業複数社経営｜企業支援なども ｜https://t.co/EP0wod0PnI,3215,8778,21462,2021/05/10 07:59,
,2026/01/28 07:32,「自分は初心者を脱した気がするけど、リストでしくみとかまだ早い気がする…実績ないし…」という「しくみ拒絶難民」が極めて多いようで僕は困っています。というか、「しくみって意味あるの？」「私に組めるの？」みたいな「何それおいしい？」状態の人多いぽいけど、　結論、　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　――――――――――売上累計100万ばりの実績あるなら組む目安かもね――――――――――と思ってます。別に実績０でしくみも全然いいけど、――――――――――「再現できた感覚が1回もないまま組む」のは危険――――――――――という話です。しくみって、魔法の装置ではないし、ボタン押したらお金が出てくる箱でもない。あくまで、――――――――――「一度うまくいった流れ」を固定化するもの――――――――――がベースと思うと良いのです。だから、・何が刺さったのか分からない・なぜ売れたのか説明できない・感覚だけでやっているこの状態でしくみを組むと、「頑張って作ったのに回らない」「直し方が分からない」「結局、手売りに戻る」になる。最近だと、AIに組ませるとかね。別にええけど、最終自分の温度で調整しないでAI組ませると、実力も身につかんしびみょくねーか。結果がそれだけ出るのいいけど、レバレッジ低くねーか、と僕は思います。だから目安として、――――――――――累計100万前後は「感覚を言語化できたライン」――――――――――かなーとまぁざっくり思うわけです。・なぜこの商品が売れたか・どの導線で温度が上がったか・どこで人が決断したかこれをうっすらでも説明できるかなと。この状態になったら、しくみを組む意味が一気に出てくる。ただし。ここで多い勘違いが、――――――――――しくみ＝デカいもの――――――――――と思っている点ですね。違う。・固定ポスト・1本の教育スレ・1本のステップ配信これ全部、立派なしくみ。最初から「自動で月100万！」みたいなのを想像するから、拒絶反応が出る。やるべきは、――――――――――「今の自分が回せる小さい循環」を固めること――――――――――と思いますね。・集める・温める・1回出すこれを毎回考えなくていい状態にする。これができた人だけが、次のレイヤーに行ける。「私にはまだ早い」と思ってる人ほど、実は一番、しくみの恩恵を受ける層。だって、体力も時間も有限だから。才能ある人が勝つんじゃない。――――――――――疲れない形を作った人が、最後まで残る――――――――――それが、しくみを組む本当の意味です。・・・しくめそうですかね。,https://twitter.com/neko_presi/status/2016278041199063405,3683,3,0,41,3,Twitter Web Client,neko_presi,ねこ社長,豊かでありたい。情報発信開始2年で計7000万。最高月収1000万。起業して6年で累計３億。心理とか言語化得意。教えるものも得意。生徒も発信年収700万〜3000万とか多数。東京30年→福岡移住| 慶應卒｜実業複数社経営｜企業支援なども ｜https://t.co/EP0wod0PnI,3215,8778,21462,2021/05/10 07:59,
